HomeTeam,AwayTeam,Season,Round,HomeScore,AwayScore,Home 22m Entries,Away 22m Entries,Home 22m Conversions,Away 22m Conversions,Home Line Breaks,Away Line Breaks,Home Carries,Away Carries,Home Kicks,Away Kicks,Home Post Contact Metres,Away Post Contact Metres,Home Dominate Tackles,Away Dominate Tackles,Home Tackles Made,Away Tackles Made,Home Tackles Missed,Away Tackles Missed,Home Turnovers Won,Away Turnovers Won,Home Tackle Turnovers,Away Tackle Turnovers,Home Offloads Allowed,Away Offloads Allowed,Home 0-3s Ruck Speed,Away 0-3s Ruck Speed,Home 3-6s Ruck Speed,Away 3-6s Ruck Speed,Home 6s+ Ruck Speed,Away 6s+ Ruck Speed,Home Rucks Won,Away Rucks Won,Home Penalty Goals,Away Penalty Goals,Home Tries,Away Tries,Home Conversions,Away Conversions,Home Drop Goals,Away Drop Goals,Home Turnovers Lost,Away Turnovers Lost,Territory Home Try-Line - 22m,Territory Home 22m - 50m,Territory Away 22m - 50m,Territory Away Try-Line - 22m,Home Territory,Away Territory,Home Possessions Try Line - 22m,Home Possession 22m - 50m,Home Possession opp 50m - 22m,Home Possession opp 22m - Try Line,Away Possessions Try Line - 22m,Away Possession 22m - 50m,Away Possession opp 50m - 22m,Away Possession opp 22m - Try Line,Home Possession Last 10,Away Possession Last 10,Home Possession,Away Possession,Home Scrums,Away Scrums,Home Scrum Wins,Away Scrum Wins,Home Lineouts,Away Lineouts,Home Lineout Wins %,Away Lineout Wins %,Home Restarts Received,Away Restarts Received,Home Restarts Received Win %,Away Restarts Received Win %,Home Passes,Away Passes,Home Penalties Conceded,Away Penalties Conceded,Home Yellow Cards,Away Yellow Cards,Home Red Cards,Away Red Cards,Home Tackle Completion,Away Tackle Completion,Home Metres Gained,Away Metres Gained,Home Defenders Beaten,Away Defenders Beaten,Home Maul Wins,Away Maul Wins
saracens,sale,23/24,18,10,20,5,11,1.4,1.27,8,6,139,119,22,33,219,242,21,11,141,167,25,20,6,7,4,4,6,21,0.56,0.45,0.26,0.26,0.14,0.29,105,95,1,2,1,2,1,2,0,0,17,15,0.19,0.33,0.06,0.42,0.47,0.53,0.06,0.35,0.52,0.07,0.15,0.22,0.41,0.23,0.33,0.67,0.48,0.52,11,8,0.55,0.88,11,10,0.82,0.8,3,6,1,0.86,176,142,9,4,0,0,0,0,0.85,0.89,388,425,20,25,2,2
bath,sale,23/24,SF,31,23,6,8,3.67,2.13,2,6,88,87,36,20,136,190,9,13,104,109,22,21,2,1,2,1,12,12,0.34,0.48,0.22,0.23,0.41,0.25,70,62,4,2,3,3,2,1,0,0,10,16,0.14,0.44,0.1,0.31,0.42,0.58,0.14,0.38,0.37,0.12,0.05,0.26,0.52,0.17,0.54,0.46,0.56,0.44,7,6,0.71,0.67,10,8,1,0.88,9,6,0.9,0.67,101,120,6,12,0,0,0,0,0.83,0.84,196,364,21,22,3,3
northampton,saracens,23/24,SF,22,20,6,6,1.67,2.83,7,3,113,114,28,25,317,236,9,12,122,141,14,28,5,11,2,6,16,12,0.49,0.69,0.29,0.16,0.16,0.07,86,72,5,2,1,2,1,2,0,0,11,19,0.13,0.34,0.09,0.44,0.53,0.47,0.04,0.38,0.48,0.1,0.06,0.42,0.37,0.14,0.49,0.51,0.54,0.46,10,6,0.9,0.83,14,14,0.93,0.86,8,5,1,1,145,170,12,13,0,0,0,0,0.9,0.83,333,311,28,14,5,8
northampton,bath,23/24,F,25,21,9,10,2.44,1.5,5,4,120,86,14,19,271,118,11,15,101,134,11,32,6,5,4,1,10,4,0.39,0.42,0.42,0.28,0.12,0.26,84,59,1,3,3,2,2,1,1,0,14,15,0.19,0.3,0.17,0.33,0.46,0.54,0.14,0.14,0.47,0.24,0.12,0.18,0.43,0.27,0.2,0.8,0.54,0.46,9,11,0.67,0.36,16,11,0.94,0.91,6,7,0.83,0.86,150,103,13,10,0,0,0,1,0.9,0.81,376,221,32,11,4,4
gloucester,saracens,24/25,1,26,35,9,11,2.89,2.91,8,8,141,127,16,26,373,305,11,19,165,171,20,13,5,7,2,3,5,18,0.59,0.43,0.26,0.39,0.15,0.18,106,103,0,2,4,5,3,2,0,0,14,12,0.18,0.36,0.17,0.29,0.49,0.51,0.15,0.22,0.4,0.23,0.05,0.22,0.49,0.24,0.64,0.36,0.46,0.54,3,6,1,1,12,15,0.75,1,4,9,1,0.9,167,145,11,9,0,0,0,0,0.89,0.93,464,393,13,20,1,9
sale,harlequins,24/25,1,12,11,7,6,0.86,1.33,1,4,83,77,29,30,171,185,10,10,114,128,19,11,4,7,4,3,2,2,0.41,0.48,0.3,0.32,0.29,0.2,72,67,4,2,0,1,0,0,0,0,12,14,0.19,0.27,0.12,0.42,0.58,0.42,0.06,0.23,0.56,0.16,0.12,0.27,0.36,0.25,0.55,0.45,0.54,0.46,9,8,1,0.75,17,15,1,0.93,4,4,1,0.8,118,89,13,10,0,0,0,0,0.86,0.92,232,192,11,19,10,7
exeter-chiefs,leicester,24/25,1,14,17,7,6,2,2.83,8,2,160,91,14,22,320,198,10,17,124,185,24,25,4,9,1,4,10,14,0.53,0.48,0.32,0.26,0.15,0.26,113,73,0,0,2,2,2,2,0,1,14,15,0.15,0.33,0.19,0.34,0.55,0.45,0.03,0.33,0.41,0.23,0.1,0.32,0.4,0.18,0.25,0.75,0.53,0.47,12,8,0.91,1,10,18,0.9,0.94,3,2,0.33,0.67,196,108,15,13,1,1,0,1,0.84,0.88,507,237,25,24,2,10
bath,northampton,24/25,1,38,16,9,7,3.89,1.43,5,5,97,106,32,33,226,330,10,10,116,93,29,17,6,5,2,4,11,12,0.37,0.57,0.33,0.32,0.3,0.1,64,80,1,3,5,1,5,1,0,0,17,11,0.06,0.42,0.2,0.32,0.53,0.47,0.06,0.38,0.35,0.22,0.05,0.44,0.45,0.06,0.98,0.02,0.49,0.51,6,5,0.8,1,13,9,1,1,9,6,1,0.71,102,135,8,14,0,1,0,0,0.8,0.85,400,284,17,29,7,4
newcastle,bristol,24/25,1,3,24,9,9,0.33,2.67,2,7,55,156,12,13,109,304,4,1,174,75,26,7,8,7,2,5,25,9,0.5,0.69,0.26,0.23,0.24,0.07,39,100,1,0,0,4,0,2,0,0,17,12,0.22,0.27,0.2,0.31,0.46,0.54,0.05,0.3,0.39,0.26,0.09,0.28,0.34,0.28,0.38,0.62,0.37,0.63,10,13,0.88,1,20,11,0.7,0.91,1,5,1,0.8,87,226,7,16,0,0,0,0,0.87,0.91,161,588,7,26,6,2
northampton,exeter-chiefs,24/25,2,30,24,8,13,3,1.62,8,8,93,136,43,30,179,321,6,2,185,111,18,20,9,6,5,5,14,11,0.3,0.35,0.46,0.52,0.24,0.13,65,102,2,1,3,3,3,3,1,0,14,11,0.3,0.26,0.09,0.35,0.39,0.61,0.08,0.3,0.49,0.12,0.04,0.16,0.37,0.43,0.25,0.75,0.43,0.57,1,10,1,0.63,13,19,0.92,0.95,8,5,1,0.8,139,168,10,13,1,0,0,0,0.91,0.85,345,518,20,18,1,5
saracens,sale,24/25,2,45,26,8,8,4.13,2.88,9,6,103,119,31,24,227,309,10,15,122,127,31,34,4,2,2,1,19,14,0.46,0.54,0.24,0.31,0.3,0.15,80,85,7,3,4,3,2,1,0,0,10,13,0.1,0.41,0.25,0.24,0.49,0.51,0.07,0.27,0.32,0.34,0.03,0.27,0.55,0.14,0.59,0.41,0.5,0.5,10,3,0.89,0.67,8,11,1,0.91,12,7,0.83,0.89,106,146,9,15,0,1,0,1,0.8,0.79,386,320,34,31,5,6
bristol,gloucester,24/25,2,41,44,14,9,2.93,4.56,10,8,140,94,8,17,231,180,2,7,98,160,16,32,1,4,0,3,12,27,0.6,0.56,0.32,0.34,0.08,0.1,3,72,1,3,6,5,4,5,0,0,17,11,0.22,0.2,0.29,0.3,0.62,0.38,0.04,0.23,0.37,0.36,0.21,0.28,0.25,0.27,0.3,0.7,0.6,0.4,6,9,0.83,0.67,13,8,1,0.75,7,9,0.86,0.78,190,143,9,13,2,1,0,0,0.86,0.83,487,392,32,16,8,0
harlequins,newcastle,24/25,2,28,14,11,4,2.55,3.5,9,4,148,103,28,25,435,270,9,9,119,146,15,33,5,5,1,4,10,15,0.63,0.5,0.26,0.31,0.1,0.19,91,71,0,0,4,2,4,2,0,0,20,11,0.13,0.28,0.15,0.44,0.65,0.35,0.03,0.23,0.55,0.19,0.14,0.35,0.35,0.16,0.57,0.43,0.54,0.46,5,9,0.8,0.89,17,14,0.94,0.93,5,3,1,1,208,156,9,9,0,1,0,0,0.89,0.82,629,378,33,15,4,1
leicester,bath,24/25,2,15,20,8,14,1.5,1.21,8,9,83,119,17,28,247,338,8,4,150,103,26,22,7,10,6,5,14,4,0.53,0.61,0.33,0.24,0.14,0.15,55,89,1,1,2,3,1,1,0,0,22,14,0.27,0.29,0.21,0.23,0.44,0.56,0.13,0.26,0.32,0.29,0.07,0.15,0.41,0.37,0.64,0.36,0.43,0.57,7,9,0.83,0.75,18,11,0.83,0.91,4,1,0.6,1,101,137,9,10,1,0,0,0,0.85,0.82,430,499,22,26,7,0
saracens,exeter-chiefs,24/25,3,29,14,8,6,3.63,2.33,5,5,97,105,39,41,297,205,11,23,132,130,11,21,5,6,2,4,6,9,0.42,0.36,0.28,0.4,0.3,0.24,73,87,0,0,5,2,2,2,0,0,15,12,0.1,0.39,0.12,0.39,0.48,0.52,0.08,0.46,0.36,0.11,0.07,0.48,0.36,0.09,0.37,0.63,0.51,0.49,9,13,1,1,9,16,0.89,0.75,6,3,0.83,1,117,115,4,6,0,1,0,0,0.92,0.86,352,258,21,11,2,1
newcastle,leicester,24/25,3,10,42,6,11,1.67,3.82,6,9,117,121,14,20,218,339,6,12,158,134,31,12,3,8,2,5,7,21,0.66,0.62,0.25,0.29,0.08,0.09,78,97,1,1,1,7,1,2,0,0,17,10,0.28,0.23,0.16,0.33,0.47,0.53,0.06,0.28,0.45,0.21,0.02,0.29,0.31,0.38,0.58,0.42,0.46,0.54,6,6,0.8,0.6,12,13,0.83,0.85,4,9,1,1,169,148,14,14,1,2,0,0,0.84,0.92,335,415,12,31,1,6
bath,bristol,24/25,3,26,36,11,9,2.36,3.67,5,6,113,81,12,9,295,258,7,15,90,169,29,32,4,5,1,3,11,8,0.55,0.42,0.27,0.46,0.17,0.12,97,53,0,1,4,5,3,4,0,0,12,13,0.17,0.22,0.31,0.3,0.62,0.38,0.09,0.2,0.35,0.37,0.16,0.38,0.26,0.2,0.96,0.04,0.59,0.41,6,6,1,0.83,16,12,0.81,0.75,5,7,1,1,144,114,9,14,1,1,0,0,0.76,0.84,398,432,32,29,8,7
northampton,harlequins,24/25,3,33,29,10,13,3.3,2,4,7,126,96,19,24,204,179,6,6,143,165,20,28,4,4,1,1,3,11,0.55,0.5,0.34,0.4,0.11,0.1,97,81,0,1,5,4,3,3,0,0,8,12,0.18,0.27,0.27,0.29,0.54,0.46,0.04,0.16,0.41,0.38,0.06,0.32,0.38,0.25,0.63,0.37,0.52,0.48,7,6,0.86,0.8,14,13,0.79,0.92,6,6,0.87,0.67,162,153,11,9,0,1,0,0,0.88,0.85,430,240,28,20,3,6
sale,gloucester,24/25,3,31,27,8,5,3.88,4.8,7,10,89,188,30,30,200,504,23,8,219,86,30,13,8,4,4,3,19,9,0.39,0.6,0.32,0.25,0.29,0.15,61,156,0,1,5,4,3,2,0,0,14,15,0.03,0.39,0.19,0.4,0.56,0.44,0.05,0.23,0.49,0.23,0.16,0.33,0.48,0.04,0.25,0.75,0.37,0.63,3,5,0.67,0.8,12,11,1,1,6,6,0.67,1,119,306,4,4,1,0,0,0,0.88,0.87,305,629,13,30,8,1
harlequins,saracens,24/25,4,17,10,6,8,2.83,0.88,3,3,104,175,32,29,282,459,19,6,228,139,23,20,7,7,2,3,18,4,0.52,0.6,0.16,0.28,0.32,0.12,87,138,1,1,2,1,2,1,0,0,10,16,0.27,0.37,0.08,0.28,0.33,0.67,0.16,0.39,0.34,0.1,0.01,0.24,0.44,0.32,0.47,0.53,0.41,0.59,9,4,1,1,12,17,1,0.94,4,4,1,1,109,249,10,9,1,0,0,0,0.91,0.87,32,413,20,23,3,4
leicester,northampton,24/25,4,24,8,8,14,3,0.36,5,1,94,117,17,18,194,258,12,11,152,152,18,11,7,4,4,1,4,3,0.59,0.58,0.25,0.32,0.15,0.1,84,97,1,1,3,1,3,0,0,0,12,18,0.18,0.37,0.26,0.19,0.41,0.59,0.13,0.19,0.29,0.39,0.09,0.08,0.55,0.27,0.22,0.78,0.46,0.54,11,8,0.8,1,13,17,0.77,0.88,5,2,0.6,1,121,162,15,12,2,2,0,0,0.89,0.93,262,394,11,18,3,5
gloucester,bath,24/25,4,31,55,10,13,2.8,4.23,9,7,106,138,13,24,305,333,3,7,188,120,24,29,5,7,1,2,11,16,0.62,0.51,0.29,0.31,0.1,0.18,79,111,1,1,4,8,4,5,0,0,13,10,0.28,0.25,0.19,0.28,0.47,0.53,0.08,0.31,0.37,0.25,0.06,0.23,0.33,0.37,0.36,0.64,0.46,0.54,3,3,1,1,12,9,0.58,1,5,10,1,0.9,179,138,11,11,1,1,0,0,0.89,0.81,454,489,29,24,3,2
exeter-chiefs,bristol,24/25,4,35,40,12,7,2.17,5.71,10,12,137,117,17,14,275,315,16,12,129,168,36,25,4,4,3,2,15,13,0.6,0.48,0.29,0.29,0.11,0.23,104,83,3,0,4,6,3,5,0,0,8,15,0.11,0.17,0.2,0.53,0.74,0.26,0.05,0.12,0.6,0.23,0.25,0.44,0.19,0.12,0.46,0.54,0.55,0.45,8,4,0.86,1,14,7,0.93,0.86,7,7,1,0.86,183,157,6,11,1,1,0,0,0.78,0.87,418,583,25,36,6,1
sale,newcastle,24/25,4,43,10,11,8,3.64,1.25,11,2,125,116,42,29,260,162,13,2,164,156,13,23,5,3,2,3,8,14,0.52,0.4,0.24,0.32,0.24,0.28,98,99,1,1,6,1,4,1,0,0,13,17,0.23,0.24,0.25,0.27,0.55,0.45,0.09,0.24,0.35,0.32,0.11,0.28,0.31,0.3,0.24,0.76,0.51,0.49,7,2,0.8,1,16,11,0.81,0.82,8,3,1,1,158,128,7,10,1,1,0,0,0.93,0.87,456,220,23,13,8,2
leicester,gloucester,24/25,5,29,26,7,8,4.14,3.25,6,5,142,95,32,23,261,196,5,24,107,187,17,35,4,3,4,1,6,8,0.64,0.6,0.22,0.22,0.14,0.18,116,70,1,0,4,4,3,3,0,0,12,18,0.17,0.28,0.18,0.37,0.56,0.44,0.08,0.18,0.5,0.24,0.09,0.32,0.37,0.23,0.35,0.65,0.6,0.4,4,8,0.75,1,18,15,1,0.73,6,5,1,0.67,185,138,7,12,0,0,0,0,0.86,0.84,443,375,35,17,7,2
harlequins,bath,24/25,5,24,26,10,7,2.4,3.71,12,6,108,101,28,27,244,212,19,15,143,117,22,23,2,7,1,5,7,9,0.61,0.37,0.22,0.26,0.17,0.37,80,83,1,0,3,4,3,3,0,0,14,12,0.25,0.24,0.16,0.35,0.52,0.48,0.05,0.3,0.45,0.2,0.08,0.3,0.3,0.32,0.23,0.77,0.48,0.52,11,7,0.78,1,9,14,0.89,0.79,5,5,1,1,139,126,9,6,0,2,0,0,0.87,0.84,419,297,23,22,2,2
bristol,saracens,24/25,5,35,37,15,9,2.13,3.78,16,6,160,101,10,21,498,363,8,8,140,155,29,48,4,10,3,5,7,22,0.34,0.45,0.52,0.38,0.14,0.18,99,79,2,3,5,4,2,4,0,0,20,15,0.22,0.26,0.21,0.32,0.55,0.45,0.11,0.28,0.37,0.24,0.12,0.32,0.3,0.25,0.49,0.51,0.55,0.45,7,4,0.86,1,15,11,0.93,1,8,7,0.75,1,210,131,8,8,1,1,0,0,0.83,0.76,774,518,48,29,3,3
newcastle,exeter-chiefs,24/25,5,24,18,10,5,2.4,2.4,2,3,117,76,24,27,206,182,6,5,97,207,18,16,11,7,6,4,2,3,0.36,0.57,0.38,0.14,0.25,0.29,99,57,0,2,3,2,3,1,1,0,17,19,0.1,0.31,0.25,0.33,0.63,0.37,0.05,0.21,0.42,0.32,0.14,0.33,0.39,0.13,0.44,0.56,0.59,0.41,4,9,1,0.71,18,8,0.67,1,5,6,0.6,1,102,92,6,14,0,1,0,0,0.84,0.93,233,253,16,18,9,1
northampton,sale,24/25,5,29,26,9,8,5.22,1.75,11,3,81,106,29,26,174,142,14,10,132,80,16,16,4,8,2,5,10,14,0.63,0.57,0.26,0.25,0.12,0.18,47,83,0,1,7,2,6,2,0,0,22,15,0.24,0.26,0.19,0.31,0.47,0.53,0.05,0.31,0.39,0.24,0.1,0.27,0.32,0.3,0.44,0.56,0.4,0.6,6,11,1,0.9,16,18,0.81,0.94,8,4,0.75,1,106,129,11,8,0,1,0,0,0.89,0.83,385,261,16,16,5,10
exeter-chiefs,harlequins,24/25,6,19,36,5,12,3.8,3,4,14,151,106,12,22,321,380,4,5,133,200,37,30,7,9,5,4,7,11,0.69,0.58,0.23,0.24,0.08,0.18,116,69,0,1,3,5,2,4,0,0,17,14,0.23,0.27,0.1,0.41,0.53,0.47,0.05,0.28,0.55,0.13,0.07,0.27,0.36,0.31,0.58,0.42,0.56,0.44,7,7,1,1,14,13,0.86,1,4,7,1,0.75,217,147,11,5,0,0,0,0,0.78,0.87,477,474,30,37,1,5
saracens,leicester,24/25,6,29,32,8,12,3.25,2.17,7,6,108,102,26,27,177,178,7,10,140,153,27,25,3,5,1,3,7,11,0.56,0.66,0.28,0.21,0.16,0.13,79,84,1,2,4,4,3,2,0,0,14,14,0.14,0.37,0.21,0.27,0.48,0.52,0.09,0.27,0.36,0.28,0.09,0.24,0.49,0.19,0.46,0.54,0.47,0.53,4,12,1,0.9,16,15,0.81,0.87,6,7,1,1,130,132,13,9,1,0,0,0,0.84,0.86,417,349,25,27,3,6
bath,sale,24/25,6,40,13,12,6,3.33,1.67,6,5,124,96,22,18,330,227,7,4,97,145,26,23,8,3,5,0,15,20,0.51,0.58,0.28,0.23,0.22,0.18,89,64,0,2,6,1,5,1,0,0,14,19,0.21,0.28,0.29,0.22,0.5,0.5,0.07,0.28,0.29,0.37,0.09,0.29,0.36,0.27,0.8,0.2,0.55,0.45,10,11,0.88,0.67,16,11,0.94,0.91,7,5,0.86,0.8,134,129,7,8,0,0,1,1,0.79,0.86,366,361,23,26,5,4
gloucester,newcastle,24/25,6,36,7,15,6,2.4,1.17,17,5,128,128,32,33,382,256,13,4,148,114,24,36,6,6,4,3,21,21,0.62,0.47,0.23,0.34,0.15,0.19,76,98,0,0,6,1,3,1,0,0,17,16,0.21,0.36,0.25,0.18,0.46,0.54,0.11,0.39,0.21,0.29,0.11,0.24,0.41,0.24,0.53,0.47,0.49,0.51,4,5,1,0.75,19,17,0.95,0.65,6,2,0.67,1,203,146,11,10,1,0,0,0,0.86,0.76,754,478,36,24,6,5
bristol,northampton,24/25,6,31,23,13,8,2.38,2.88,9,5,160,112,15,20,291,219,10,16,124,203,22,35,3,8,1,5,10,25,0.66,0.54,0.29,0.28,0.05,0.18,106,83,1,2,4,3,4,1,0,0,19,14,0.16,0.29,0.28,0.27,0.58,0.42,0.06,0.3,0.31,0.32,0.17,0.29,0.34,0.19,0.57,0.43,0.56,0.44,9,8,0.88,1,11,11,0.82,0.91,6,5,1,1,241,160,9,10,0,0,0,0,0.85,0.85,701,522,35,22,0,0
sale,leicester,24/25,7,39,25,8,6,4.5,3.17,8,7,74,125,21,16,180,348,7,11,174,103,20,14,3,0,1,0,7,6,0.58,0.68,0.3,0.23,0.11,0.08,57,101,1,2,6,3,3,2,0,0,10,15,0.24,0.33,0.21,0.21,0.38,0.62,0.04,0.38,0.29,0.29,0.06,0.16,0.45,0.32,0.2,0.8,0.44,0.56,9,8,0.75,0.6,12,14,1,0.93,8,6,0.87,1,103,145,13,10,0,1,0,0,0.9,0.88,248,356,14,20,7,4
bath,exeter-chiefs,24/25,7,19,15,10,6,1.9,2.5,5,4,96,65,26,22,244,220,5,17,83,140,18,20,4,6,1,4,2,4,0.49,0.4,0.31,0.34,0.2,0.26,80,55,0,1,3,2,2,1,0,0,13,9,0.21,0.21,0.17,0.41,0.61,0.39,0.04,0.24,0.5,0.21,0.17,0.32,0.25,0.25,0.61,0.39,0.56,0.44,10,9,1,1,18,12,0.83,0.75,5,2,0.8,0.5,98,80,13,13,3,0,0,0,0.82,0.87,313,276,20,18,5,5
northampton,gloucester,24/25,7,17,25,11,7,1.55,2.71,8,5,141,105,21,23,416,267,5,9,107,138,16,25,5,5,3,4,18,20,0.76,0.55,0.16,0.26,0.09,0.18,97,69,1,2,2,3,2,2,0,0,16,16,0.19,0.32,0.21,0.28,0.49,0.51,0.09,0.27,0.37,0.27,0.07,0.26,0.42,0.25,0.48,0.52,0.5,0.5,10,8,0.89,1,13,17,0.85,0.71,4,5,1,0.8,183,184,11,11,0,1,0,0,0.87,0.85,520,448,25,16,2,5
harlequins,bristol,24/25,7,24,48,9,14,2.67,3.43,11,16,136,161,17,13,435,493,10,10,148,147,30,32,7,2,2,1,22,22,0.63,0.71,0.28,0.25,0.09,0.04,95,93,0,2,4,6,2,6,0,0,23,22,0.14,0.36,0.07,0.42,0.48,0.52,0.1,0.28,0.53,0.09,0.05,0.32,0.45,0.18,0.67,0.33,0.51,0.49,6,7,1,1,10,12,0.7,0.92,5,8,1,0.89,220,238,5,4,1,0,0,0,0.83,0.82,615,824,32,30,2,1
newcastle,saracens,24/25,7,17,12,9,7,1.89,1.71,4,4,93,146,41,33,120,325,1,6,196,105,32,21,10,5,4,1,18,2,0.46,0.68,0.21,0.21,0.34,0.1,71,111,1,0,2,2,2,1,0,0,8,15,0.08,0.44,0.24,0.24,0.47,0.53,0.11,0.3,0.29,0.3,0.1,0.26,0.54,0.1,0.07,0.93,0.43,0.57,4,5,0.75,1,14,16,0.86,0.75,6,4,0.83,1,101,202,9,14,1,0,0,1,0.86,0.83,315,550,21,32,5,5
saracens,northampton,24/25,8,39,24,14,10,2.79,2.4,3,8,104,118,37,21,222,301,16,9,156,148,40,20,12,6,8,2,7,12,0.42,0.65,0.27,0.25,0.3,0.09,77,81,1,0,6,4,3,2,0,0,12,23,0.2,0.26,0.23,0.3,0.53,0.47,0.14,0.25,0.35,0.27,0.1,0.37,0.3,0.23,0.14,0.86,0.51,0.49,9,7,0.75,0.86,13,15,0.85,0.8,7,5,1,0.8,107,164,16,10,1,0,0,0,0.8,0.88,396,505,20,40,8,0
newcastle,bath,24/25,8,15,40,7,12,2.14,3.33,2,6,83,138,28,26,190,262,7,9,183,112,20,22,7,8,6,5,12,7,0.43,0.62,0.2,0.27,0.37,0.11,64,110,1,0,2,6,1,5,0,0,11,15,0.38,0.2,0.2,0.21,0.37,0.63,0.09,0.38,0.27,0.26,0.05,0.21,0.26,0.48,0.47,0.53,0.45,0.55,10,6,1,1,16,9,0.81,0.89,4,5,0.8,1,99,111,5,9,0,0,0,0,0.9,0.84,235,472,22,20,4,5
sale,exeter-chiefs,24/25,8,28,10,9,5,3.11,1.4,3,4,79,50,32,34,230,126,5,4,62,99,10,19,3,5,1,2,4,12,0.42,0.39,0.35,0.37,0.23,0.24,56,44,0,1,4,1,3,1,0,0,16,11,0.11,0.39,0.25,0.25,0.51,0.49,0.17,0.22,0.31,0.31,0.2,0.18,0.48,0.13,0.52,0.48,0.62,0.38,9,9,1,0.71,23,12,0.87,0.75,6,4,0.83,1,98,59,8,18,0,2,0,0,0.86,0.84,202,140,19,10,9,4
leicester,bristol,24/25,8,24,54,11,11,2.18,4.91,6,16,143,126,14,10,283,384,10,12,114,185,37,27,4,6,1,2,30,15,0.67,0.63,0.29,0.27,0.04,0.1,119,76,0,0,4,8,2,7,0,0,22,15,0.18,0.18,0.19,0.45,0.71,0.29,0.05,0.11,0.59,0.25,0.13,0.41,0.23,0.23,0.93,0.07,0.58,0.42,8,8,1,0.86,17,7,0.94,0.86,4,8,1,1,249,176,7,13,0,1,0,0,0.75,0.87,385,722,27,37,11,1
gloucester,harlequins,24/25,8,14,0,9,7,1.56,0,7,4,120,128,24,24,180,261,14,6,166,109,35,17,6,9,3,4,8,8,0.67,0.63,0.19,0.2,0.14,0.17,65,96,0,0,2,0,2,0,0,0,20,23,0.13,0.31,0.18,0.37,0.54,0.46,0.05,0.25,0.47,0.23,0.09,0.35,0.39,0.17,0.47,0.53,0.45,0.55,12,9,1,0.78,14,17,0.86,0.82,3,1,0.75,0.5,158,179,11,7,0,0,0,0,0.83,0.87,404,420,17,35,4,5
exeter-chiefs,gloucester,24/25,9,22,15,9,5,2.44,2.4,5,8,143,88,42,44,327,177,9,14,104,191,19,22,2,5,1,2,8,15,0.51,0.5,0.35,0.31,0.13,0.19,116,66,1,1,3,2,2,1,0,0,19,14,0.16,0.24,0.23,0.37,0.62,0.38,0.04,0.25,0.44,0.27,0.08,0.45,0.28,0.19,0.72,0.28,0.6,0.4,5,4,1,0.67,15,16,1,0.88,6,5,1,0.4,178,130,8,9,0,0,0,0,0.85,0.9,406,305,22,19,4,2
harlequins,leicester,24/25,9,34,34,9,9,3.78,3.11,8,8,110,116,30,29,311,286,9,14,139,119,21,29,8,7,4,6,7,12,0.35,0.58,0.49,0.27,0.16,0.15,79,100,2,2,4,4,4,4,0,0,20,16,0.23,0.33,0.18,0.26,0.43,0.57,0.14,0.29,0.34,0.23,0.06,0.22,0.42,0.3,0.22,0.78,0.48,0.52,2,5,1,1,15,13,0.8,1,7,7,0.86,0.71,152,156,9,10,0,1,0,0,0.87,0.8,462,410,29,21,5,4
northampton,newcastle,24/25,9,61,0,12,7,5.08,0,12,4,115,148,29,21,398,345,24,4,200,114,19,30,9,2,5,2,8,14,0.73,0.56,0.18,0.29,0.09,0.15,81,123,0,0,9,0,8,0,0,0,17,18,0.2,0.32,0.15,0.33,0.47,0.53,0.11,0.24,0.45,0.2,0.1,0.18,0.44,0.28,0.37,0.63,0.42,0.58,6,12,1,0.82,13,11,0.92,1,10,1,1,1,167,206,5,6,1,0,0,0,0.91,0.79,716,408,30,19,3,6
bath,saracens,24/25,9,68,10,15,8,4.53,1.25,13,3,142,63,36,28,320,169,5,14,77,165,20,26,2,6,1,3,4,18,0.57,0.45,0.28,0.3,0.15,0.26,97,49,0,1,10,1,8,1,0,0,11,13,0.19,0.25,0.29,0.27,0.56,0.44,0.08,0.32,0.29,0.32,0.2,0.32,0.27,0.21,0.68,0.32,0.62,0.38,6,5,1,1,16,11,0.94,0.91,11,4,0.83,0.75,170,73,7,13,0,1,0,1,0.79,0.86,594,257,26,20,4,5
bristol,sale,24/25,9,0,38,10,11,0,2.91,8,5,124,76,11,20,195,197,7,21,85,160,17,21,2,6,2,3,4,15,0.51,0.38,0.42,0.35,0.07,0.27,90,52,0,3,0,4,0,3,0,1,20,14,0.25,0.31,0.24,0.2,0.48,0.52,0.11,0.33,0.25,0.31,0.14,0.14,0.4,0.32,0.72,0.28,0.59,0.41,7,8,1,0.88,19,17,1,0.88,2,9,1,0.89,216,79,14,12,1,1,0,0,0.83,0.88,318,347,21,17,4,5
northampton,bath,24/25,10,35,34,9,11,3.22,2.82,8,8,136,118,36,29,331,265,13,7,171,155,18,22,6,7,3,2,11,12,0.43,0.57,0.39,0.3,0.18,0.13,101,90,3,1,4,5,3,3,0,0,9,13,0.33,0.21,0.1,0.36,0.47,0.53,0.12,0.2,0.53,0.15,0.09,0.13,0.31,0.48,0.87,0.13,0.55,0.45,5,2,0.8,1,16,12,0.94,0.75,9,7,0.91,0.62,191,119,8,11,1,0,0,0,0.9,0.88,451,422,22,18,2,4
